"Game Reference,Date,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS"
"202103260DET,3/26/2021,Rodney McGruder,mcgruro01,15.46,3,1,1,1,1,0,0,,0,1,1,1,1,0,0,1,7,7"
"202103290HOU,3/29/2021,Grayson Allen,allengr01,7,1,1,0,0,,0,0,,0,3,3,1,0,0,0,1,2,2"
"202104010SAS,3/31/2021,Clint Capela,capelca01,44.26,15,0.6,0,0,,10,10,1,6,11,17,0,0,5,0,3,28,40"
"202104010CLE,4/1/2021,Ben Simmons,simmobe01,24.26,11,0.182,0,0,,1,3,0.333,4,9,13,5,1,0,2,2,5,25"
"202104040HOU,4/4/2021,Steven Adams,adamsst01,22.09,9,0.556,0,0,,2,6,0.333,7,4,11,3,2,1,1,3,12,24"
"202104050DAL,4/4/2021,Rudy Gobert,goberru01,34.2,6,1,0,0,,2,3,0.667,2,13,15,2,0,2,1,1,14,15"
"202104080MIA,4/8/2021,Bam Adebayo,adebaba01,28.16,12,0.5,0,0,,1,3,0.333,2,5,7,4,0,2,2,5,13,27"
"202104130TOR,4/13/2021,Clint Capela,capelca01,34.5,11,0.636,0,0,,5,8,0.625,5,16,21,1,0,1,1,0,19,30"
"202104140TOR,4/14/2021,DeMar DeRozan,derozde01,37.36,11,0.545,0,0,,7,9,0.778,2,2,4,11,1,0,3,3,19,31"
"202104170CHI,4/17/2021,Patrick Williams,willipa01,27.17,6,0.833,1,1,1,1,1,1,0,4,4,3,1,1,0,1,12,14"
"202104200POR,4/20/2021,Robert Covington,covinro01,22.06,2,0.5,1,1,1,2,2,1,0,5,5,0,0,0,0,3,5,7"
"202104280BOS,4/28/2021,Tristan Thompson,thomptr01,28.54,9,0.556,0,0,,2,4,0.5,7,6,13,3,0,2,2,3,12,22"
"202104290HOU,4/29/2021,Giannis Antetokounmpo,antetgi01,0.4,0,,0,0,,1,2,0.5,0,0,0,1,1,0,0,0,1,2"
"202104290MIN,4/29/2021,Draymond Green,greendr01,36.08,6,0.833,1,1,1,0,0,,1,4,5,5,3,3,2,5,11,13"
"202105020LAL,5/2/2021,Andre Drummond,drumman01,25.36,14,0.571,0,0,,3,4,0.75,4,7,11,1,1,0,0,4,19,32"
"202105050ATL,5/5/2021,Tony Snell,snellto01,17.59,2,0.5,0,0,,0,0,,0,2,2,0,0,0,0,2,2,4"
"202105050MIL,5/5/2021,Alex Len,lenal01,16.32,4,0.25,0,0,,0,0,,1,3,4,0,0,0,0,1,2,8"
"202105090LAL,5/9/2021,Andre Drummond,drumman01,19.39,7,0.286,0,0,,2,2,1,7,3,10,2,0,0,2,4,6,16"
"202105100GSW,5/10/2021,Rudy Gobert,goberru01,30.5,6,0.667,0,0,,2,3,0.667,3,12,15,1,0,0,3,1,10,15"
"202105110LAL,5/11/2021,Alex Caruso,carusal01,7.1,1,0,0,0,,0,0,,0,2,2,2,0,0,2,0,0,2"
"202105120UTA,5/12/2021,Jusuf NurkiÄ‡,nurkiju01,32.26,14,0.214,0,0,,5,8,0.625,5,10,15,6,3,4,1,3,11,36"
"202105130PHO,5/13/2021,Jusuf NurkiÄ‡,nurkiju01,26.08,7,0.429,0,0,,1,2,0.5,0,8,8,3,2,1,4,5,7,16"
"202105140MEM,5/14/2021,Xavier Tillman Sr.,tillmxa01,31.04,8,0.875,0,0,,2,4,0.5,3,7,10,1,1,1,3,2,16,20"
"202106260LAC,6/25/2021,Mikal Bridges,bridgmi01,39.21,6,0.5,0,0,,0,0,,3,10,13,3,0,2,1,3,6,12"
"202210210GSW,10/21/2022,Kevon Looney,looneke01,18.45,4,0.5,0,0,,0,0,,0,1,1,4,0,0,0,3,4,8"
"202210220IND,10/22/2022,Isaiah Jackson,jacksis01,21.33,6,0.333,0,0,,4,5,0.8,2,3,5,1,0,5,0,3,8,17"
"202210230LAL,10/23/2022,Jusuf NurkiÄ‡,nurkiju01,30.01,5,0.4,0,0,,2,2,1,3,10,13,4,0,1,2,3,6,12"
"202210260CLE,10/26/2022,Evan Mobley,mobleev01,34.26,15,0.6,0,0,,2,4,0.5,0,3,3,3,1,1,3,4,20,34"
"202211020HOU,11/2/2022,Ivica Zubac,zubaciv01,24.45,5,0.4,0,0,,1,2,0.5,1,5,6,2,1,1,2,5,5,12"
"202211060LAC,11/6/2022,Reggie Jackson,jacksre01,19.41,3,0.333,1,1,1,0,0,,0,1,1,0,1,0,1,1,3,7"
"202211070LAC,11/7/2022,Jarrett Allen,allenja01,32.52,10,0.4,0,0,,2,3,0.667,4,16,20,3,2,2,0,0,10,23"
"202211090CHI,11/9/2022,Zion Williamson,willizi01,30.5,11,0.545,0,0,,7,8,0.875,4,1,5,1,0,0,1,3,19,30"
"202211120NOP,11/12/2022,Jonas ValanÄiÅ«nas,valanjo01,20.16,7,0.286,1,1,1,3,4,0.75,2,2,4,1,1,0,1,3,8,19"
"202211180HOU,11/18/2022,Myles Turner,turnemy01,26.09,8,0.625,0,0,,7,9,0.778,3,4,7,1,0,4,2,4,17,25"
"202211190IND,11/19/2022,Myles Turner,turnemy01,34.17,13,0.615,1,1,1,3,4,0.75,4,7,11,0,1,1,2,4,20,31"
"202211200BRK,11/20/2022,Steven Adams,adamsst01,28.38,10,0.7,0,0,,1,8,0.125,4,6,10,2,3,0,5,2,15,28"
"202211210MIN,11/21/2022,Rudy Gobert,goberru01,31.22,0,,0,0,,4,4,1,2,7,9,0,1,2,1,4,4,4"
"202211230UTA,11/23/2022,Marvin Bagley III,baglema01,20.49,10,0.9,0,0,,1,1,1,2,4,6,2,2,0,0,1,19,21"
"202212020PHO,12/2/2022,Deandre Ayton,aytonde01,29.52,7,0.571,0,0,,0,0,,2,4,6,2,1,1,5,3,8,14"
"202212050ORL,12/5/2022,Bol Bol,bolbo01,18.48,4,0.25,0,0,,0,0,,0,2,2,2,1,0,1,1,2,8"
"202212110ATL,12/11/2022,DeMar DeRozan,derozde01,45.19,21,0.476,0,0,,14,15,0.933,1,12,13,8,0,0,1,2,34,57"
"202212170CLE,12/17/2022,Evan Mobley,mobleev01,36.22,10,0.6,1,1,1,4,5,0.8,3,5,8,4,0,0,0,3,17,26"
"202212190HOU,12/19/2022,Romeo Langford,langfro01,19.14,2,1,1,1,1,1,2,0.5,0,1,1,1,0,1,0,1,6,7"
"202212210OKC,12/21/2022,Josh Giddey,giddejo01,30.55,8,0.75,0,0,,1,2,0.5,2,4,6,6,1,0,3,0,13,18"
"202212280NOP,12/28/2022,Zion Williamson,willizi01,33.57,21,0.667,1,1,1,14,19,0.737,0,3,3,5,1,1,4,3,43,62"
"202301020GSW,1/2/2023,Onyeka Okongwu,okongon01,38.26,14,0.571,0,0,,0,0,,6,6,12,1,2,3,3,4,16,28"
"202301040LAL,1/4/2023,Thomas Bryant,bryanth01,28.21,11,0.818,0,0,,3,3,1,3,6,9,1,0,1,2,1,21,25"
"202301040SAC,1/4/2023,Onyeka Okongwu,okongon01,32.09,5,0.6,0,0,,2,2,1,2,5,7,1,0,1,3,5,8,12"
"202301060IND,1/6/2023,Andrew Nembhard,nembhan01,35.43,7,0.571,1,1,1,0,0,,0,4,4,1,2,0,1,0,9,15"
"202301080DET,1/8/2023,Montrezl Harrell,harremo01,23.49,11,0.727,0,0,,4,4,1,3,3,6,1,0,1,1,3,20,26"
"202301110NYK,1/11/2023,Mitchell Robinson,robinmi01,37.31,4,0.75,0,0,,4,6,0.667,5,4,9,1,5,2,0,2,10,14"
"202301130MIN,1/13/2023,Rudy Gobert,goberru01,32.19,1,1,0,0,,2,4,0.5,1,11,12,1,4,1,5,5,4,6"
"202301140MIN,1/14/2023,Kyle Anderson,anderky01,28.06,2,1,0,0,,0,3,0,1,4,5,4,2,3,3,2,4,7"
"202301150LAC,1/15/2023,Ivica Zubac,zubaciv01,29.46,5,0.8,0,0,,2,2,1,0,5,5,0,2,2,2,3,10,12"
"202301160ATL,1/16/2023,Caleb Martin,martica02,25.38,5,0.6,1,1,1,0,0,,2,4,6,1,2,0,2,5,7,11"
"202301170SAS,1/16/2023,Ben Simmons,simmobe01,34.17,10,0.4,0,0,,2,2,1,1,9,10,11,4,2,7,4,10,22"
"202301190MIN,1/18/2023,Scottie Barnes,barnesc01,38.58,15,0.733,1,1,1,6,7,0.857,2,6,8,5,2,0,2,4,29,38"
"202301220TOR,1/22/2023,Precious Achiuwa,achiupr01,35.3,4,0.5,0,0,,8,10,0.8,4,7,11,1,2,0,2,5,12,18"
"202301240MIA,1/24/2023,Bam Adebayo,adebaba01,37.2,22,0.545,0,0,,6,8,0.75,4,11,15,1,2,1,3,2,30,52"
"202301250HOU,1/25/2023,Alperen ÅžengÃ¼n,sengual01,36.42,16,0.625,0,0,,1,1,1,6,5,11,10,3,2,3,1,21,33"
"202301300DAL,1/30/2023,Jalen Duren,durenja01,27.31,4,1,0,0,,1,2,0.5,3,1,4,1,1,3,1,2,9,10"
"202301300MIN,1/30/2023,Domantas Sabonis,sabondo01,36.04,10,0.7,0,0,,3,4,0.75,2,11,13,1,1,2,3,6,17,24"
"202302010UTA,2/1/2023,Precious Achiuwa,achiupr01,25.25,8,0.75,0,0,,1,4,0.25,5,1,6,1,1,1,0,4,13,20"
"202302030UTA,2/3/2023,Clint Capela,capelca01,25.44,7,0.571,0,0,,1,2,0.5,2,11,13,1,0,1,2,3,9,16"
"202302110CLE,2/11/2023,Jarrett Allen,allenja01,33.1,13,0.769,0,0,,3,5,0.6,4,6,10,0,0,1,2,3,23,31"
"202302130GSW,2/13/2023,Draymond Green,greendr01,23.59,3,0.667,0,0,,0,0,,0,0,0,6,2,0,2,4,4,6"
"202302240GSW,2/24/2023,Kevon Looney,looneke01,25.3,1,1,0,0,,0,0,,2,11,13,3,0,2,1,4,2,2"
"202302240MIN,2/24/2023,Mark Williams,willima07,16.4,5,0.8,0,0,,0,0,,2,4,6,1,0,1,0,2,8,10"
"202302270NOP,2/27/2023,Jonas ValanÄiÅ«nas,valanjo01,23.15,4,0.5,0,0,,4,4,1,0,5,5,2,0,1,3,2,8,12"
"202302280LAC,2/28/2023,Rudy Gobert,goberru01,29.14,11,0.636,0,0,,2,6,0.333,2,5,7,0,0,2,3,4,16,28"
"202302280LAC,2/28/2023,Ivica Zubac,zubaciv01,28.27,7,0.714,0,0,,2,2,1,3,6,9,1,1,2,2,3,12,16"
"202303050CHI,3/5/2023,Patrick Beverley,beverpa01,32.17,3,0.667,1,1,1,0,0,,1,5,6,3,0,0,2,3,5,7"
"202303110PHO,3/10/2023,Domantas Sabonis,sabondo01,35.23,10,0.5,0,0,,7,10,0.7,3,5,8,4,2,0,3,1,17,30"
"202303110NOP,3/11/2023,Josh Giddey,giddejo01,32.45,12,0.667,1,1,1,2,4,0.5,1,6,7,4,0,0,3,1,19,29"
"202303170SAS,3/17/2023,Jeremy Sochan,sochaje01,8.22,1,1,1,1,1,0,0,,0,3,3,1,0,0,1,2,3,3"
"202303180CHI,3/18/2023,Bam Adebayo,adebaba01,34,17,0.529,0,0,,5,8,0.625,4,3,7,4,2,0,3,3,23,42"
"202303190HOU,3/19/2023,Jonas ValanÄiÅ«nas,valanjo01,33.17,12,0.5,1,1,1,8,9,0.889,5,7,12,2,1,2,3,5,21,34"
"202303220MIN,3/22/2023,Rudy Gobert,goberru01,33.12,8,0.5,0,0,,4,8,0.5,5,7,12,2,1,1,0,3,12,24"
"202303260ATL,3/26/2023,Clint Capela,capelca01,28.42,11,0.727,0,0,,2,2,1,6,10,16,1,1,4,1,2,18,24"
"202303260GSW,3/26/2023,Kevon Looney,looneke01,30,4,0.25,0,0,,1,2,0.5,1,6,7,2,2,1,1,2,3,10"
"202304020BRK,4/2/2023,Nic Claxton,claxtni01,32.29,8,0.875,0,0,,0,1,0,2,5,7,1,2,0,0,3,14,17"
"202304020DEN,4/2/2023,Kevon Looney,looneke01,27.04,6,0.333,0,0,,2,2,1,7,7,14,1,1,1,1,2,6,14"
"202304040CHO,4/4/2023,Jakob Poeltl,poeltja01,21.46,9,0.556,0,0,,0,0,,4,5,9,3,0,0,1,1,10,18"
"202304060ORL,4/6/2023,Robin Lopez,lopezro01,18.56,4,1,0,0,,0,0,,1,1,2,3,1,1,1,4,8,8"
"202304060PHO,4/6/2023,Deandre Ayton,aytonde01,31.48,9,0.778,0,0,,2,2,1,2,3,5,2,0,2,1,4,16,20"
"202304070CHO,4/7/2023,KJ Martin,martike04,39.03,10,0.7,0,0,,0,2,0,2,4,6,3,2,0,1,1,14,22"
"202304090CLE,4/9/2023,Mark Williams,willima07,30.26,10,0.9,0,0,,4,6,0.667,1,9,10,0,1,2,2,3,22,26"
"202304090CHI,4/9/2023,Jalen Duren,durenja01,34.4,5,0.4,0,0,,0,0,,3,15,18,0,0,1,6,2,4,10"
"202304090WAS,4/9/2023,Xavier Cooks,cooksxa01,38.08,11,0.455,0,0,,0,2,0,7,7,14,0,2,2,1,2,10,24"
"202304170SAC,4/17/2023,Keegan Murray,murrake02,16.19,1,0,0,0,,2,2,1,1,2,3,1,1,0,1,2,2,4"
"202304300NYK,4/30/2023,Bam Adebayo,adebaba01,37.14,13,0.538,0,0,,2,2,1,3,5,8,2,0,0,2,1,16,28"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202311220CLE,11/22/2023,Jarrett Allen,allenja01,22.51,1,2,0.5,0,0,,2,2,1,0,4,4,2,0,0,3,2,4"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202012280BRK,12/28/2020,Ja Morant,moranja01,12.36,7,0.286,0,0,,3,3,1,1,1,2,3,0,0,4,1,7,17"
"202012290IND,12/29/2020,Tristan Thompson,thomptr01,26.48,7,0.714,0,0,,4,4,1,7,3,10,1,0,0,1,4,14,18"
"202012310HOU,12/31/2020,P.J. Tucker,tuckepj01,32.26,0,,0,0,,0,0,,2,4,6,0,3,2,0,3,0,0"
"202101020NOP,1/2/2021,Steven Adams,adamsst01,31.24,7,0.571,0,0,,5,8,0.625,4,6,10,1,2,0,3,2,13,22"
"202101060NOP,1/6/2021,Steven Adams,adamsst01,34.17,5,0.8,0,0,,2,5,0.4,2,9,11,10,1,0,2,2,10,15"
"202101060IND,1/6/2021,Domantas Sabonis,sabondo01,38.08,14,0.643,0,0,,4,6,0.667,3,9,12,4,0,1,5,4,22,34"
"202101070DEN,1/7/2021,Willie Cauley-Stein,caulewi01,26.16,1,1,0,0,,3,4,0.75,2,7,9,1,0,1,0,4,5,6"
"202101090DAL,1/9/2021,Willie Cauley-Stein,caulewi01,23.19,5,0.4,0,0,,2,2,1,1,6,7,2,0,0,1,2,6,12"
"202101090WAS,1/9/2021,Bam Adebayo,adebaba01,21.26,4,0.5,0,0,,5,7,0.714,1,15,16,4,0,1,4,5,9,15"
"202101130SAC,1/13/2021,Richaun Holmes,holmeri01,34.41,6,1,0,0,,5,6,0.833,2,7,9,6,0,1,0,4,17,18"
"202101160SAS,1/16/2021,LaMarcus Aldridge,aldrila01,17.26,7,0.286,0,0,,0,0,,0,2,2,2,0,0,1,0,4,14"
"202101160TOR,1/16/2021,Bismack Biyombo,biyombi01,33.33,7,0.429,0,0,,0,1,0,4,7,11,1,2,1,3,3,6,15"
"202101230BRK,1/23/2021,Bam Adebayo,adebaba01,37.52,20,0.7,1,1,1,12,14,0.857,0,5,5,9,1,0,1,5,41,55"
"202101250CLE,1/25/2021,Andre Drummond,drumman01,28.02,21,0.524,0,0,,3,3,1,7,10,17,1,0,0,2,4,25,45"
"202101310IND,1/31/2021,Ben Simmons,simmobe01,34.45,12,0.75,0,0,,3,6,0.5,1,5,6,7,4,2,3,2,21,30"
"202102070IND,2/7/2021,Rudy Gobert,goberru01,30.48,9,0.778,0,0,,2,9,0.222,2,14,16,0,0,3,1,3,16,27"
"202102080PHO,2/8/2021,Deandre Ayton,aytonde01,36.42,11,0.636,0,0,,1,2,0.5,8,8,16,2,0,3,1,2,15,24"
"202102080MEM,2/8/2021,Jonas ValanÄiÅ«nas,valanjo01,33.35,12,0.667,0,0,,11,12,0.917,10,10,20,3,1,1,3,5,27,36"
"202102120BOS,2/11/2021,Delon Wright,wrighde01,34.54,9,0.778,1,1,1,7,8,0.875,1,5,6,7,1,1,2,0,22,27"
"202102130GSW,2/13/2021,Bruce Brown,brownbr01,21.39,12,0.667,0,0,,2,3,0.667,4,3,7,1,0,0,0,3,18,27"
"202102140DET,2/14/2021,Delon Wright,wrighde01,36.11,7,0.857,1,1,1,4,4,1,2,5,7,6,0,0,1,1,17,19"
"202102140DET,2/14/2021,Mason Plumlee,plumlma01,30.29,12,0.667,0,0,,1,2,0.5,4,6,10,10,0,0,1,3,17,26"
"202102150IND,2/15/2021,Wendell Carter Jr.,cartewe01,20.59,7,0.571,0,0,,3,4,0.75,1,8,9,1,1,0,4,5,11,18"
"202102170PHI,2/17/2021,Matisse Thybulle,thybuma01,31.06,2,1,1,1,1,0,0,,1,0,1,2,4,1,0,5,5,5"
"202102230CLE,2/23/2021,John Collins,collijo01,13.29,6,0.833,1,1,1,2,2,1,1,2,3,1,0,0,0,2,13,15"
"202102240MIA,2/24/2021,Bam Adebayo,adebaba01,35.17,11,0.636,0,0,,5,6,0.833,6,6,12,4,1,1,1,2,19,28"
"202102270SAS,2/27/2021,Zion Williamson,willizi01,34.41,15,0.533,0,0,,7,11,0.636,8,6,14,5,0,1,4,1,23,41"
"202102270SAS,2/27/2021,Jakob Poeltl,poeltja01,25.13,5,0.6,0,0,,0,0,,4,7,11,2,1,3,2,5,6,10"
"202103010POR,3/1/2021,Bismack Biyombo,biyombi01,28.52,4,0.75,0,0,,0,2,0,2,3,5,3,0,1,0,1,6,10"
"202103020MIA,3/2/2021,Clint Capela,capelca01,30.12,10,0.5,0,0,,0,0,,7,10,17,0,0,1,5,3,10,20"
"202103030POR,3/3/2021,Kevon Looney,looneke01,17.17,7,0.429,0,0,,3,4,0.75,6,2,8,0,1,0,2,3,9,18"
"202103110BRK,3/11/2021,Tristan Thompson,thomptr01,19.11,6,0.667,0,0,,0,4,0,3,3,6,2,0,0,2,2,8,16"
"202103120SAS,3/12/2021,Jakob Poeltl,poeltja01,29.03,6,0.5,0,0,,0,0,,4,5,9,6,1,0,3,2,6,12"
"202103160POR,3/16/2021,Steven Adams,adamsst01,25.1,4,0.5,0,0,,0,0,,4,1,5,2,1,0,2,4,4,8"
"202103180WAS,3/18/2021,Garrison Mathews,mathega01,20.15,2,1,1,1,1,2,4,0.5,0,0,0,0,0,0,0,4,7,9"
"202103240MIN,3/24/2021,Jarred Vanderbilt,vandeja01,13.53,3,0.667,0,0,,0,0,,1,4,5,0,1,0,0,5,4,6"
"202103270NOP,3/27/2021,Steven Adams,adamsst01,30.1,2,1,0,0,,0,0,,3,4,7,1,1,4,0,2,4,4"
"202103280CHO,3/28/2021,Deandre Ayton,aytonde01,33.54,11,0.545,0,0,,2,2,1,7,7,14,0,0,0,0,1,14,24"
"202103300WAS,3/30/2021,Alex Len,lenal01,20.39,6,0.833,0,0,,0,0,,2,3,5,0,0,0,0,2,10,12"
"202103310BRK,3/31/2021,Bruce Brown,brownbr01,29,6,0.333,0,0,,6,6,1,1,5,6,2,1,0,2,2,10,18"
"202104010NOP,4/1/2021,Steven Adams,adamsst01,36.3,8,0.5,0,0,,0,0,,3,7,10,3,0,0,2,4,8,16"
"202104030PHI,4/3/2021,Ben Simmons,simmobe01,33.16,9,0.556,0,0,,4,6,0.667,1,7,8,6,2,0,1,2,14,24"
"202104220CHI,4/22/2021,Vernon Carey Jr.,careyve01,15,3,0.667,0,0,,4,4,1,1,3,4,0,0,0,0,0,8,10"
"202104230HOU,4/23/2021,Ivica Zubac,zubaciv01,23.4,9,0.556,0,0,,2,4,0.5,2,6,8,1,0,0,2,5,12,22"
"202104280WAS,4/28/2021,Raul Neto,netora01,22.37,4,0.5,1,1,1,0,0,,0,2,2,2,0,0,1,0,5,9"
"202104300CLE,4/30/2021,Rui Hachimura,hachiru01,22.33,8,0.375,1,1,1,4,4,1,1,4,5,1,1,0,0,1,11,21"
"202105060DET,5/6/2021,Frank Jackson,jacksfr01,31.37,6,0.5,1,1,1,4,5,0.8,0,2,2,2,2,0,0,4,11,18"
"202105120CLE,5/12/2021,Jarrett Allen,allenja01,32.07,10,0.4,0,0,,0,0,,3,7,10,2,0,1,3,1,8,20"
"202105140HOU,5/14/2021,Ivica Zubac,zubaciv01,3.1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,3,3"
"202105270POR,5/27/2021,Aaron Gordon,gordoaa01,33.49,9,0.444,1,1,1,4,5,0.8,1,3,4,3,0,0,0,2,13,24"
"202105310WAS,5/31/2021,Ben Simmons,simmobe01,24.31,5,0.8,0,0,,5,11,0.455,3,9,12,3,1,0,1,5,13,21"
"202105310MEM,5/31/2021,Rudy Gobert,goberru01,32.26,9,0.556,0,0,,7,9,0.778,2,6,8,1,0,2,0,3,17,27"
"202106060PHI,6/6/2021,Ben Simmons,simmobe01,37.13,7,1,0,0,,3,10,0.3,0,4,4,10,4,1,5,4,17,24"
"202106220PHO,6/22/2021,Deandre Ayton,aytonde01,34.32,15,0.8,0,0,,0,1,0,3,11,14,1,1,1,1,3,24,31"
"202210220SAC,10/22/2022,Ivica Zubac,zubaciv01,24.1,7,0.571,0,0,,2,2,1,1,7,8,1,0,1,1,3,10,16"
"202211020PHI,11/2/2022,Matisse Thybulle,thybuma01,15.42,2,0.5,0,0,,0,1,0,0,0,0,2,1,0,0,2,2,5"
"202211070CHO,11/7/2022,Monte Morris,morrimo01,32.27,7,0.429,1,1,1,1,2,0.5,2,3,5,2,0,1,1,1,8,17"
"202211100MIA,11/10/2022,Mason Plumlee,plumlma01,38.5,4,1,0,0,,5,7,0.714,2,13,15,5,0,0,3,4,13,15"
"202211130WAS,11/13/2022,Steven Adams,adamsst01,29.23,8,0.75,0,0,,0,0,,6,4,10,6,1,0,3,5,12,16"
"202211170POR,11/17/2022,Edmond Sumner,sumneed01,5.57,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,0"
"202211180HOU,11/18/2022,Alperen ÅžengÃ¼n,sengual01,28.01,13,0.308,1,1,1,2,2,1,3,6,9,4,1,0,1,4,11,29"
"202211200DAL,11/20/2022,DeAndre Jordan,jordade01,33.49,5,0.8,0,0,,0,1,0,2,15,17,1,1,0,1,2,8,11"
"202211200DAL,11/20/2022,Jeff Green,greenje02,5.03,1,1,0,0,,2,2,1,0,1,1,0,0,0,0,1,4,4"
"202211250MIL,11/25/2022,Jarrett Allen,allenja01,12.04,2,0,0,0,,1,2,0.5,1,2,3,1,1,1,0,2,1,6"
"202211260TOR,11/26/2022,Thaddeus Young,youngth01,27.17,6,0.167,0,0,,2,2,1,4,2,6,4,2,0,3,5,4,14"
"202211300NYK,11/30/2022,Mitchell Robinson,robinmi01,33.05,9,0.778,0,0,,1,2,0.5,11,9,20,1,0,1,0,2,15,20"
"202212100IND,12/10/2022,Day'Ron Sharpe,sharpda01,32.21,13,0.615,0,0,,4,5,0.8,9,3,12,1,0,2,3,5,20,31"
"202212160CHO,12/16/2022,Trent Forrest,forretr01,28.22,4,0.75,0,0,,0,0,,0,5,5,5,0,0,1,3,6,8"
"202212160CHO,12/16/2022,Onyeka Okongwu,okongon01,22.41,2,1,0,0,,3,4,0.75,2,5,7,0,0,2,1,3,7,8"
"202301010MEM,1/1/2023,Steven Adams,adamsst01,34.29,12,0.417,0,0,,1,2,0.5,13,10,23,3,1,2,4,4,11,26"
"202301040NYK,1/4/2023,Jakob Poeltl,poeltja01,26.01,5,0.4,0,0,,2,2,1,2,6,8,1,1,1,1,0,6,12"
"202301080PHO,1/8/2023,Jarrett Allen,allenja01,28.49,7,0.857,0,0,,1,2,0.5,2,10,12,5,1,2,0,0,13,16"
