"Game Reference,Date,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS"
"202104260PHI,4/26/2021,Ben Simmons,simmobe01,22.37,8,0.75,0,0,,0,0,,0,3,3,4,3,2,2,0,12,16"
"202104280CLE,4/28/2021,James Ennis III,ennisja01,23.02,4,0.5,1,1,1,3,4,0.75,1,7,8,2,0,0,3,1,8,13"
"202105140OKC,5/14/2021,Rudy Gobert,goberru01,26.48,9,0.556,0,0,,6,9,0.667,6,12,18,1,1,2,1,1,16,27"
"202210190TOR,10/19/2022,Scottie Barnes,barnesc01,32.2,14,0.5,1,1,1,0,0,,1,2,3,7,2,1,3,4,15,29"
"202210190PHO,10/19/2022,Devin Booker,bookede01,40.37,20,0.5,1,1,1,7,7,1,1,3,4,9,0,1,2,3,28,48"
"202210210MIA,10/21/2022,Bam Adebayo,adebaba01,34.53,11,0.727,0,0,,3,4,0.75,3,5,8,5,2,0,5,4,19,26"
"202210240MEM,10/24/2022,Steven Adams,adamsst01,31.16,5,0.6,0,0,,3,6,0.5,4,9,13,2,1,1,0,2,9,16"
"202211040DET,11/4/2022,Jarrett Allen,allenja01,31.31,16,0.688,0,0,,1,2,0.5,2,5,7,0,0,2,4,2,23,34"
"202211050DEN,11/5/2022,Nikola JokiÄ‡,jokicni01,26.34,10,0.9,1,1,1,2,2,1,0,6,6,10,2,0,4,2,21,23"
"202211180GSW,11/18/2022,Kevon Looney,looneke01,23.51,2,0.5,0,0,,3,4,0.75,3,5,8,3,1,0,0,4,5,8"
"202211300SAC,11/30/2022,De'Aaron Fox,foxde01,27.14,11,0.636,1,1,1,4,5,0.8,0,5,5,6,0,0,3,4,19,28"
"202212140DAL,12/14/2022,Jarrett Allen,allenja01,35.53,7,0.857,0,0,,2,2,1,0,6,6,3,2,0,0,3,14,16"
"202301160MEM,1/16/2023,Dillon Brooks,brookdi01,23.54,8,0.5,0,0,,1,2,0.5,0,2,2,1,1,0,1,3,9,18"
"202302020CLE,2/2/2023,Jarrett Allen,allenja01,37.57,12,0.75,0,0,,0,0,,3,8,11,4,2,2,3,2,18,24"
"202302020DAL,2/2/2023,Dwight Powell,poweldw01,26.53,1,1,0,0,,5,6,0.833,0,2,2,2,2,0,1,6,7,8"
"202302040DET,2/4/2023,Deandre Ayton,aytonde01,31.1,15,0.867,0,0,,5,6,0.833,3,13,16,2,0,1,0,3,31,36"
"202303150MIA,3/15/2023,Bam Adebayo,adebaba01,33.11,15,0.667,0,0,,6,8,0.75,2,6,8,3,0,3,3,3,26,38"
"202303290IND,3/28/2023,Giannis Antetokounmpo,antetgi01,32.1,18,0.778,0,0,,10,14,0.714,3,14,17,12,1,0,5,1,38,50"
"202303290SAS,3/29/2023,Walker Kessler,kesslwa01,20.51,8,0.5,0,0,,1,1,1,3,7,10,4,0,2,1,1,9,17"
"202304070BRK,4/7/2023,Nic Claxton,claxtni01,34.18,9,0.667,0,0,,2,2,1,4,11,15,2,2,1,1,0,14,20"
"202304080UTA,4/8/2023,Kris Dunn,dunnkr01,36.56,13,0.462,0,0,,7,8,0.875,1,7,8,14,3,1,3,2,19,34"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202012220BRK,12/22/2020,DeAndre Jordan,jordade01,17.03,3,0.667,0,0,,0,2,0,2,9,11,1,1,1,3,2,4,8"
"202101110WAS,1/11/2021,Robin Lopez,lopezro01,25.58,6,0.833,0,0,,1,5,0.2,7,4,11,2,0,0,0,2,11,17"
"202101120HOU,1/12/2021,Anthony Davis,davisan02,28.53,8,0.875,1,1,1,4,4,1,2,8,10,2,0,5,0,1,19,21"
"202101250GSW,1/25/2021,Kevon Looney,looneke01,18.54,4,0.25,0,0,,0,0,,2,3,5,4,0,1,1,2,2,8"
"202102030NOP,2/3/2021,Steven Adams,adamsst01,28.35,10,0.4,0,0,,3,4,0.75,8,5,13,4,1,0,0,2,11,24"
"202102120POR,2/12/2021,Enes Freedom,kanteen01,27.05,11,0.818,0,0,,3,3,1,7,6,13,1,0,1,2,4,21,25"
"202103140PHI,3/14/2021,Ben Simmons,simmobe01,26.02,9,0.667,0,0,,2,5,0.4,1,3,4,9,1,0,3,0,14,23"
"202103250MIA,3/25/2021,Enes Freedom,kanteen01,32.59,11,0.727,0,0,,2,2,1,9,7,16,1,1,1,2,2,18,24"
"202103270MIN,3/27/2021,Jae'Sean Tate,tateja01,32.51,10,0.5,0,0,,0,0,,3,6,9,3,1,3,1,4,10,20"
"202104030DET,4/3/2021,Nerlens Noel,noelne01,24.17,0,,0,0,,0,0,,4,2,6,1,2,4,0,3,0,0"
"202104130MIN,4/12/2021,Nic Claxton,claxtni01,20.38,4,0.75,0,0,,0,1,0,1,7,8,2,1,1,0,4,6,9"
"202105030WAS,5/3/2021,Russell Westbrook,westbru01,38.38,8,0.625,0,0,,4,4,1,4,17,21,24,1,1,6,3,14,20"
"202105030MEM,5/3/2021,RJ Barrett,barrerj01,34,12,0.417,1,1,1,4,6,0.667,2,5,7,3,0,0,0,0,15,31"
"202105030NOP,5/3/2021,Draymond Green,greendr01,36.58,5,0.8,0,0,,2,2,1,2,11,13,15,3,2,4,4,10,12"
"202105040LAC,5/4/2021,Ivica Zubac,zubaciv01,30.28,6,0.667,0,0,,0,0,,2,6,8,3,0,2,2,4,8,12"
"202105120BRK,5/12/2021,Bruce Brown,brownbr01,32.16,9,0.667,0,0,,2,3,0.667,0,11,11,1,0,1,0,4,14,21"
"202106020NYK,6/2/2021,Clint Capela,capelca01,36.49,7,0.857,0,0,,2,2,1,5,10,15,0,1,2,0,3,14,16"
"202210250PHO,10/25/2022,Mikal Bridges,bridgmi01,32.54,8,0.875,0,0,,3,3,1,3,3,6,2,1,2,1,3,17,19"
"202211120NOP,11/12/2022,Zion Williamson,willizi01,35.02,9,0.889,0,0,,10,12,0.833,1,3,4,6,1,0,3,3,26,30"
"202211230GSW,11/23/2022,Draymond Green,greendr01,33,4,1,1,1,1,0,0,,1,6,7,12,2,0,3,3,9,9"
"202211300ORL,11/30/2022,Clint Capela,capelca01,29.28,10,0.9,0,0,,2,2,1,5,7,12,1,1,0,0,4,20,22"
"202212060CLE,12/6/2022,Jarrett Allen,allenja01,38.25,14,0.786,0,0,,2,4,0.5,3,8,11,1,3,1,2,2,24,32"
"202212150MEM,12/15/2022,Steven Adams,adamsst01,20.38,8,0.5,0,0,,2,2,1,5,1,6,1,1,5,1,2,10,18"
"202212170HOU,12/17/2022,Jusuf NurkiÄ‡,nurkiju01,26.54,11,0.545,1,1,1,1,2,0.5,1,4,5,2,0,1,2,5,14,25"
"202212260CLE,12/26/2022,Ben Simmons,simmobe01,34.22,5,0.4,0,0,,0,2,0,3,6,9,8,3,1,3,3,4,12"
"202301100GSW,1/10/2023,Bismack Biyombo,biyombi01,17.18,7,0.571,0,0,,0,0,,3,5,8,0,0,2,0,0,8,14"
"202301180DEN,1/18/2023,Nikola JokiÄ‡,jokicni01,31.12,20,0.6,0,0,,7,7,1,4,7,11,13,1,0,3,5,31,47"
"202301260BOS,1/26/2023,Robert Williams,williro04,36,5,0.8,0,0,,0,1,0,5,7,12,2,1,1,0,1,8,11"
"202302080CLE,2/8/2023,Evan Mobley,mobleev01,32.03,14,0.5,0,0,,5,6,0.833,3,5,8,3,0,0,3,1,19,34"
"202302100MIA,2/10/2023,Bam Adebayo,adebaba01,33.58,11,0.636,0,0,,6,7,0.857,1,8,9,3,2,1,3,5,20,29"
"202302140PHO,2/14/2023,Deandre Ayton,aytonde01,36.41,17,0.765,0,0,,3,4,0.75,3,8,11,2,4,2,1,2,29,38"
"202304200GSW,4/20/2023,Kevon Looney,looneke01,30.56,6,0.333,0,0,,0,0,,9,11,20,9,1,0,2,1,4,12"
",,,,,,,,,,,,,,,,,,,,,,"
"202402230POR,2/23/2024,Deandre Ayton,aytonde01,35.03,11,17,0.647,0,0,,0,0,,3,7,10,3,0,0,1,3,22"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202012260NYK,12/26/2020,Ben Simmons,simmobe01,32.53,9,0.556,0,0,,5,8,0.625,1,8,9,6,1,2,3,4,15,26"
"202101190UTA,1/19/2021,Rudy Gobert,goberru01,29.5,8,0.75,0,0,,1,6,0.167,6,12,18,1,1,3,0,1,13,22"
"202103030NOP,3/3/2021,Wendell Carter Jr.,cartewe01,27.27,11,0.273,1,1,1,0,0,,7,8,15,4,0,1,0,3,7,23"
"202103120WAS,3/12/2021,Matisse Thybulle,thybuma01,21.38,6,0.667,0,0,,0,0,,3,0,3,2,3,1,1,4,8,12"
"202103120WAS,3/12/2021,Joel Embiid,embiijo01,20.24,11,0.727,1,1,1,6,6,1,2,5,7,3,0,2,3,2,23,29"
"202103210PHO,3/21/2021,Deandre Ayton,aytonde01,32.03,13,0.769,0,0,,6,7,0.857,3,5,8,2,0,1,0,2,26,33"
"202104010BRK,4/1/2021,LaMarcus Aldridge,aldrila01,29.3,10,0.4,1,1,1,2,2,1,0,9,9,6,2,1,0,2,11,23"
"202104020BOS,4/2/2021,Robert Williams,williro04,25.49,9,1,0,0,,2,3,0.667,4,5,9,8,1,2,0,1,20,21"
"202104030WAS,4/3/2021,NicolÃ² Melli,mellini01,28.18,4,1,1,1,1,1,1,1,2,6,8,3,0,0,0,2,10,10"
"202104100OKC,4/10/2021,Ben Simmons,simmobe01,28.19,9,0.556,0,0,,3,5,0.6,1,2,3,3,0,0,0,0,13,23"
"202105010OKC,5/1/2021,Edmond Sumner,sumneed01,12.05,5,0.8,0,0,,2,2,1,0,1,1,1,1,0,0,1,10,12"
"202105060GSW,5/6/2021,Draymond Green,greendr01,32.15,5,0.4,0,0,,1,2,0.5,0,9,9,9,0,1,4,0,5,12"
"202105130MEM,5/13/2021,Jonas ValanÄiÅ«nas,valanjo01,33.11,10,0.8,0,0,,8,8,1,1,12,13,3,0,1,2,1,24,28"
"202105290MIA,5/29/2021,Brook Lopez,lopezbr01,27.57,15,0.733,0,0,,3,3,1,3,5,8,0,0,2,2,3,25,33"
"202106170MIL,6/17/2021,Giannis Antetokounmpo,antetgi01,41.1,20,0.6,0,0,,6,10,0.6,5,12,17,3,0,0,3,2,30,50"
"202210260DET,10/26/2022,Clint Capela,capelca01,26.26,8,0.375,0,0,,0,0,,5,5,10,2,1,4,1,0,6,16"
"202211210NOP,11/21/2022,Jonas ValanÄiÅ«nas,valanjo01,22.47,4,1,0,0,,2,5,0.4,4,9,13,2,0,0,2,3,10,13"
"202212120WAS,12/12/2022,Nic Claxton,claxtni01,25.38,4,1,0,0,,1,2,0.5,2,5,7,1,1,2,0,3,9,10"
"202212120MEM,12/12/2022,John Konchar,konchjo01,23.53,5,0.8,1,1,1,0,0,,1,6,7,5,1,0,0,2,9,11"
"202212300TOR,12/30/2022,Christian Koloko,kolokch01,21.17,3,1,1,1,1,1,2,0.5,1,3,4,0,1,0,0,5,8,9"
"202301020BRK,1/2/2023,Ben Simmons,simmobe01,23.54,5,0.4,0,0,,0,0,,0,6,6,9,3,0,0,3,4,10"
"202301050DEN,1/5/2023,Aaron Gordon,gordoaa01,21.09,7,0.714,0,0,,3,4,0.75,4,3,7,3,0,0,1,0,13,18"
"202302010BOS,2/1/2023,Robert Williams,williro04,19.26,8,0.875,0,0,,2,2,1,5,4,9,0,0,1,0,3,16,18"
"202302110CHO,2/11/2023,Nikola JokiÄ‡,jokicni01,34.03,22,0.5,0,0,,8,9,0.889,7,9,16,10,0,2,4,1,30,53"
"202302140PHO,2/14/2023,Devin Booker,bookede01,29.14,20,0.65,0,0,,6,7,0.857,1,4,5,2,2,0,1,4,32,47"
"202302280OKC,2/28/2023,Domantas Sabonis,sabondo01,33.37,10,0.8,0,0,,6,8,0.75,2,11,13,9,0,1,4,4,22,28"
"202303050HOU,3/5/2023,Alperen ÅžengÃ¼n,sengual01,26.36,9,0.667,0,0,,3,4,0.75,3,11,14,3,3,1,1,2,15,22"
"202305290BOS,5/27/2023,Bam Adebayo,adebaba01,42.44,10,0.4,0,0,,4,4,1,1,9,10,7,0,1,4,3,12,24"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202402230NOP,2/23/2024,Zion Williamson,willizi01,35.34,9,22,0.409,0,0,,5,6,0.833,4,5,9,7,1,0,3,3,23"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202101150UTA,1/15/2021,Rudy Gobert,goberru01,28.01,7,0.857,0,0,,3,6,0.5,3,10,13,1,0,4,1,1,15,20"
"202102060NOP,2/6/2021,Steven Adams,adamsst01,29.2,3,0.667,0,0,,0,4,0,2,0,2,1,0,1,0,2,4,10"
"202102090UTA,2/9/2021,Rudy Gobert,goberru01,36.29,9,0.889,0,0,,2,3,0.667,3,9,12,3,0,3,4,3,18,21"
"202103030MIN,3/3/2021,Bismack Biyombo,biyombi01,29.13,3,1,0,0,,2,3,0.667,4,4,8,4,1,2,1,3,8,9"
"202103120NOP,3/12/2021,Eric Bledsoe,bledser01,20.15,4,0,0,0,,0,0,,0,1,1,3,0,0,2,0,0,8"
"202103220CLE,3/22/2021,Richaun Holmes,holmeri01,35.25,9,0.889,0,0,,1,1,1,3,13,16,3,1,2,1,4,17,19"
"202103230GSW,3/23/2021,Ben Simmons,simmobe01,34.51,15,0.467,0,0,,8,14,0.571,1,7,8,4,1,0,2,4,22,44"
"202104030DET,4/3/2021,RJ Barrett,barrerj01,27.45,7,0.714,1,1,1,3,4,0.75,0,0,0,4,2,1,1,2,14,19"
"202104040LAC,4/4/2021,Ivica Zubac,zubaciv01,31.13,5,0.6,0,0,,0,0,,3,6,9,1,0,2,1,5,6,10"
"202105010CLE,5/1/2021,Bam Adebayo,adebaba01,33,13,0.462,0,0,,1,2,0.5,2,8,10,6,4,0,0,2,13,28"
"202105110DET,5/11/2021,Jarred Vanderbilt,vandeja01,20.35,4,0.75,0,0,,1,1,1,3,5,8,1,0,0,0,1,7,9"
"202105110TOR,5/11/2021,Ivica Zubac,zubaciv01,30.09,12,0.667,0,0,,2,2,1,3,7,10,3,0,1,0,2,18,26"
"202105130ATL,5/13/2021,Clint Capela,capelca01,26.22,11,0.455,0,0,,4,6,0.667,6,8,14,0,2,0,1,2,14,28"
"202106020UTA,6/2/2021,Rudy Gobert,goberru01,33.23,13,0.769,0,0,,3,4,0.75,7,8,15,2,0,3,1,3,23,30"
"202210210HOU,10/21/2022,Steven Adams,adamsst01,33.15,4,0.75,0,0,,0,2,0,2,7,9,2,0,2,0,5,6,10"
"202210210CHO,10/21/2022,Brandon Ingram,ingrabr01,37.29,16,0.5,1,1,1,11,11,1,0,9,9,7,2,1,5,0,28,44"
"202210310TOR,10/31/2022,Christian Koloko,kolokch01,21.27,7,0.571,0,0,,1,3,0.333,2,3,5,0,0,3,2,4,9,17"
"202211270MIN,11/27/2022,Kevon Looney,looneke01,22.07,1,1,0,0,,0,0,,2,5,7,4,1,0,0,2,2,2"
"202301180LAL,1/18/2023,Richaun Holmes,holmeri01,30.51,7,1,0,0,,2,2,1,3,8,11,1,0,0,2,1,16,16"
"202301220GSW,1/22/2023,Nic Claxton,claxtni01,36.13,13,0.692,0,0,,6,15,0.4,3,12,15,0,1,3,3,2,24,41"
"202301260HOU,1/26/2023,Jarrett Allen,allenja01,34.36,10,0.6,0,0,,2,2,1,1,9,10,1,3,0,1,2,14,22"
"202302060WAS,2/6/2023,Evan Mobley,mobleev01,28.26,13,0.538,0,0,,2,3,0.667,4,1,5,2,2,2,1,3,16,29"
"202302090BRK,2/9/2023,Day'Ron Sharpe,sharpda01,28.21,9,0.444,0,0,,0,0,,3,9,12,1,0,1,1,3,8,18"
"202302100IND,2/10/2023,Deandre Ayton,aytonde01,29.32,14,0.643,0,0,,4,4,1,4,7,11,2,2,1,1,2,22,32"
"202303070HOU,3/7/2023,Nic Claxton,claxtni01,28.55,9,0.889,0,0,,2,5,0.4,1,12,13,1,1,4,2,4,18,23"
"202303210ATL,3/21/2023,Clint Capela,capelca01,25.17,7,0.857,0,0,,0,2,0,4,12,16,0,2,2,0,2,12,16"
"202304070NOP,4/7/2023,Jonas ValanÄiÅ«nas,valanjo01,25.13,7,0.429,0,0,,2,2,1,0,12,12,1,0,3,2,4,8,16"
"202304220MIA,4/22/2023,Bam Adebayo,adebaba01,30.08,10,0.4,0,0,,4,4,1,2,9,11,5,2,1,3,4,12,24"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202403220DET,3/22/2024,James Wiseman,wisemja01,36.58,11,13,0.846,0,0,,2,4,0.5,5,4,9,4,0,0,3,2,24"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202401190NOP,1/19/2024,Zion Williamson,willizi01,32.44,11,17,0.647,1,1,1,1,3,0.333,1,2,3,1,0,1,2,2,24"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202101090PHI,1/9/2021,Nikola JokiÄ‡,jokicni01,29.02,8,0.75,0,0,,3,3,1,1,8,9,12,0,0,4,2,15,19"
"202102100DEN,2/10/2021,Jamal Murray,murraja01,25.15,6,0.5,0,0,,2,4,0.5,0,4,4,4,1,0,2,1,8,16"
"202102220UTA,2/22/2021,Rudy Gobert,goberru01,29.49,4,0.75,0,0,,4,4,1,3,9,12,1,0,6,4,3,10,12"
"202103140NOP,3/14/2021,Zion Williamson,willizi01,32.01,16,0.813,0,0,,1,2,0.5,0,2,2,5,0,0,2,1,27,34"
"202105020BOS,5/2/2021,Jusuf NurkiÄ‡,nurkiju01,28.57,10,0.6,1,1,1,1,1,1,1,10,11,4,2,0,1,4,14,22"
"202211100ATL,11/10/2022,Clint Capela,capelca01,26.22,10,0.7,0,0,,4,6,0.667,5,15,20,0,0,0,1,2,18,26"
"202211130CHI,11/13/2022,Aaron Gordon,gordoaa01,25.59,6,0.667,1,1,1,4,6,0.667,0,5,5,2,0,0,1,2,13,19"
"202211160ORL,11/16/2022,Rudy Gobert,goberru01,32.05,7,0.714,0,0,,6,8,0.75,2,6,8,1,2,1,0,3,16,22"
"202211180GSW,11/18/2022,Draymond Green,greendr01,31.55,4,0.75,1,1,1,3,4,0.75,0,9,9,7,0,2,2,5,10,13"
"202211230TOR,11/23/2022,Nic Claxton,claxtni01,30.16,7,0.857,0,0,,2,2,1,4,8,12,3,1,4,4,2,14,16"
"202212260CHI,12/26/2022,Alperen ÅžengÃ¼n,sengual01,32.19,12,0.833,1,1,1,4,4,1,1,10,11,6,1,2,4,3,25,29"
"202212280MIA,12/28/2022,Bam Adebayo,adebaba01,39.15,16,0.625,0,0,,3,6,0.5,5,9,14,0,1,2,1,4,23,38"
"202212310HOU,12/31/2022,Mitchell Robinson,robinmi01,33.1,4,0.5,0,0,,2,4,0.5,6,6,12,1,3,3,0,5,6,12"
"202301040CHO,1/4/2023,Steven Adams,adamsst01,27.12,7,0.429,0,0,,3,7,0.429,4,11,15,2,1,2,2,1,9,21"
"202302060WAS,2/6/2023,Jarrett Allen,allenja01,37.23,13,0.769,0,0,,3,4,0.75,1,7,8,3,0,2,2,1,23,30"
"202303040CLE,3/4/2023,Jarrett Allen,allenja01,25.47,9,0.667,0,0,,3,5,0.6,1,4,5,0,2,0,1,3,15,23"
"202303140WAS,3/14/2023,Daniel Gafford,gaffoda01,22.21,4,0.5,0,0,,0,0,,2,4,6,4,2,3,0,0,4,8"
"202303240TOR,3/24/2023,Jakob Poeltl,poeltja01,28.12,2,0.5,0,0,,2,2,1,2,9,11,1,2,2,1,3,4,6"
"202304020SAC,4/2/2023,Tre Jones,jonestr01,33.15,11,0.636,0,0,,3,3,1,2,8,10,11,1,0,1,1,17,25"
"202304070WAS,4/7/2023,Daniel Gafford,gaffoda01,24.37,10,0.9,0,0,,4,4,1,3,5,8,4,0,1,2,3,22,24"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,,,,,,,"
"202012310ORL,12/31/2020,Ben Simmons,simmobe01,24.36,7,0.429,1,1,1,2,2,1,2,8,10,8,2,0,2,3,9,17"
"202101010MIN,1/1/2021,Thomas Bryant,bryanth01,22.01,7,1,1,1,1,3,4,0.75,2,5,7,2,0,0,2,1,18,19"
"202101040MIA,1/4/2021,Bam Adebayo,adebaba01,28.24,10,0.9,0,0,,2,3,0.667,1,7,8,4,0,0,1,2,20,23"
"202101090SAC,1/9/2021,Jusuf NurkiÄ‡,nurkiju01,23.14,8,0.5,0,0,,2,2,1,2,6,8,5,3,1,2,2,10,18"
"202101270CLE,1/27/2021,Collin Sexton,sextoco01,34.46,14,0.714,1,1,1,8,10,0.8,0,5,5,5,2,0,5,2,29,39"
"202102010MIL,2/1/2021,Giannis Antetokounmpo,antetgi01,25.46,11,0.727,0,0,,2,3,0.667,1,3,4,6,0,1,1,3,18,25"
"202102040PHI,2/4/2021,Enes Freedom,kanteen01,33.38,14,0.5,0,0,,3,4,0.75,7,11,18,1,0,0,2,2,17,32"
"202102170LAC,2/17/2021,Rudy Gobert,goberru01,31.43,12,0.667,0,0,,7,8,0.875,5,15,20,1,1,1,0,0,23,32"
"202102220PHO,2/22/2021,Deandre Ayton,aytonde01,25.5,11,0.727,0,0,,3,3,1,2,3,5,2,1,2,1,2,19,25"
"202103010PHI,3/1/2021,Ben Simmons,simmobe01,27.55,11,0.636,0,0,,4,4,1,2,4,6,2,2,0,4,2,18,26"
"202103120NOP,3/12/2021,Steven Adams,adamsst01,21.06,5,1,0,0,,0,0,,3,14,17,2,0,0,3,1,10,10"
"202103230NOP,3/23/2021,Zion Williamson,willizi01,28.58,13,0.692,0,0,,9,10,0.9,2,7,9,5,1,0,1,3,27,36"
"202104180ATL,4/18/2021,Clint Capela,capelca01,35.51,17,0.588,0,0,,5,9,0.556,8,16,24,0,2,3,1,1,25,43"
