Game Reference,Date,Team,Period,Starter,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Reason
202012230BOS,12/23/2020,BOS,game,TRUE,Jayson Tatum,tatumja01,32.49,12,28,0.429,6,13,0.462,0,0,,0,7,7,2,2,1,2,2,30,-6,
202012250BOS,12/25/2020,BOS,game,TRUE,Jayson Tatum,tatumja01,36.07,9,22,0.409,2,6,0.333,0,0,,1,7,8,2,1,1,3,1,20,-21,
202012270IND,12/27/2020,BOS,game,TRUE,Jayson Tatum,tatumja01,35.47,9,21,0.429,3,9,0.333,4,4,1,0,11,11,5,0,1,5,1,25,-6,
202012290IND,12/29/2020,BOS,game,TRUE,Jayson Tatum,tatumja01,40.27,9,17,0.529,1,3,0.333,8,10,0.8,0,11,11,4,3,0,4,1,27,19,
202012300BOS,12/30/2020,BOS,game,TRUE,Jayson Tatum,tatumja01,23.14,6,12,0.5,3,5,0.6,1,1,1,0,4,4,3,1,0,0,0,16,29,
202101010DET,1/1/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.04,11,24,0.458,3,11,0.273,3,5,0.6,0,6,6,2,1,1,3,1,28,4,
202101030DET,1/3/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.4,10,22,0.455,4,8,0.5,0,0,,2,6,8,12,0,2,0,1,24,2,
202101040TOR,1/4/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,31.41,11,19,0.579,5,8,0.625,13,13,1,0,6,6,2,0,2,1,5,40,24,
202101060MIA,1/6/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.32,10,21,0.476,5,8,0.625,2,2,1,0,5,5,4,1,0,2,4,27,7,
202101080BOS,1/8/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.06,14,27,0.519,3,9,0.333,1,1,1,1,4,5,2,1,0,4,2,32,-6,
202101250CHI,1/25/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,31.18,10,21,0.476,3,6,0.5,1,2,0.5,0,4,4,5,0,1,2,2,24,15,
202101270SAS,1/27/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,34.05,11,25,0.44,0,3,0,3,4,0.75,3,4,7,2,4,0,3,1,25,11,
202101300BOS,1/30/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,39.47,12,18,0.667,2,3,0.667,4,6,0.667,0,9,9,3,2,0,4,1,30,0,
202102020GSW,2/2/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.25,9,19,0.474,4,10,0.4,5,6,0.833,0,9,9,3,0,0,4,2,27,13,
202102030SAC,2/3/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.54,11,26,0.423,2,10,0.2,3,3,1,1,8,9,10,2,0,4,2,27,6,
202102050LAC,2/5/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.22,12,27,0.444,5,10,0.5,5,6,0.833,1,6,7,2,4,0,2,2,34,8,
202102070PHO,2/6/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.04,8,22,0.364,3,7,0.429,4,4,1,0,4,4,7,1,0,0,0,23,-12,
202102090UTA,2/8/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.54,7,20,0.35,1,4,0.25,8,8,1,1,3,4,4,0,0,0,1,23,-21,
202102110BOS,2/11/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.01,5,13,0.385,1,3,0.333,6,6,1,0,6,6,9,2,0,2,3,17,23,
202102120BOS,2/12/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.35,9,22,0.409,3,7,0.429,12,13,0.923,0,11,11,7,0,0,2,3,33,9,
202102140WAS,2/14/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,23.21,3,14,0.214,0,2,0,0,1,0,2,6,8,4,1,0,2,4,6,-20,
202102160BOS,2/16/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,32.45,6,18,0.333,1,8,0.125,8,8,1,1,5,6,8,1,0,4,3,21,8,
202102170BOS,2/17/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,34.53,11,21,0.524,3,9,0.333,10,11,0.909,0,6,6,6,2,0,3,1,35,-5,
202102190BOS,2/19/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.18,10,21,0.476,3,8,0.375,2,2,1,1,7,8,6,1,3,6,2,25,-1,
202102210NOP,2/21/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41,10,24,0.417,3,7,0.429,9,13,0.692,1,8,9,2,2,0,1,4,32,3,
202102230DAL,2/23/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.36,10,23,0.435,3,10,0.3,5,6,0.833,0,6,6,4,1,2,4,2,28,-6,
202102240ATL,2/24/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,31.49,4,20,0.2,1,8,0.125,4,4,1,1,0,1,1,2,0,1,1,13,-15,
202102260BOS,2/26/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.29,4,18,0.222,1,4,0.25,0,0,,1,8,9,4,0,1,1,0,9,-7,
202102280BOS,2/28/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.41,12,22,0.545,3,10,0.3,4,4,1,0,8,8,3,3,0,4,4,31,13,
202103020BOS,3/2/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,39.42,5,16,0.313,1,5,0.2,3,3,1,0,5,5,5,2,0,3,1,14,-3,
202103040BOS,3/4/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.2,9,15,0.6,3,6,0.5,6,10,0.6,1,11,12,5,2,0,3,3,27,20,
202103110BRK,3/11/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.31,13,22,0.591,3,7,0.429,2,2,1,0,5,5,3,1,0,2,1,31,1,
202103140HOU,3/14/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,28.22,9,17,0.529,3,5,0.6,2,2,1,1,5,6,6,1,0,2,3,23,17,
202103160BOS,3/16/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.55,12,24,0.5,4,7,0.571,1,2,0.5,3,3,6,3,3,0,3,3,29,13,
202103170CLE,3/17/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.08,11,24,0.458,3,13,0.231,4,5,0.8,0,5,5,3,2,1,1,3,29,-8,
202103190BOS,3/19/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.27,6,16,0.375,2,5,0.4,1,2,0.5,3,4,7,3,0,0,4,2,15,-11,
202103210BOS,3/21/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,28.41,7,13,0.538,5,8,0.625,4,4,1,1,3,4,4,0,0,2,0,23,7,
202103240MIL,3/24/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.52,7,19,0.368,1,6,0.167,3,3,1,1,7,8,5,1,2,2,1,18,5,
202103260MIL,3/26/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,32.38,13,18,0.722,4,7,0.571,4,4,1,0,6,6,7,1,1,2,3,34,9,
202103270OKC,3/26/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.03,11,27,0.407,4,12,0.333,1,1,1,0,5,5,3,1,0,1,1,27,8,
202103290BOS,3/29/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.07,12,25,0.48,5,9,0.556,5,6,0.833,3,6,9,5,2,0,1,2,34,-1,
202103310BOS,3/31/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.04,10,24,0.417,1,8,0.125,4,4,1,2,7,9,3,3,0,3,2,25,-19,
202104020BOS,4/2/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,31.42,9,17,0.529,5,11,0.455,3,3,1,0,9,9,0,0,1,4,1,26,19,
202104040BOS,4/4/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,27.58,8,15,0.533,3,9,0.333,3,4,0.75,0,8,8,4,0,0,0,2,22,16,
202104060BOS,4/6/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.08,7,17,0.412,3,10,0.3,3,3,1,0,4,4,4,1,0,3,1,20,-12,
202104070BOS,4/7/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41.38,10,21,0.476,3,9,0.333,2,2,1,0,10,10,5,1,0,8,0,25,6,
202104090BOS,4/9/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41,16,25,0.64,6,10,0.6,15,16,0.938,1,9,10,4,0,1,5,3,53,5,
202104110DEN,4/11/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.25,9,23,0.391,2,7,0.286,8,8,1,1,9,10,2,1,0,2,2,28,3,
202104130POR,4/13/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.02,10,17,0.588,4,7,0.571,8,10,0.8,1,8,9,5,1,1,3,2,32,-1,
202104150LAL,4/15/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,27.47,6,14,0.429,2,5,0.4,0,0,,0,5,5,5,0,0,0,0,14,14,
202104170BOS,4/17/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,39.5,16,25,0.64,5,9,0.556,7,8,0.875,0,10,10,3,2,0,2,2,44,12,
202104190BOS,4/19/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37,3,17,0.176,1,4,0.25,7,8,0.875,0,13,13,10,0,0,4,1,14,-3,
202104220BOS,4/22/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.58,3,17,0.176,1,8,0.125,8,8,1,0,11,11,6,1,0,5,0,15,13,
202104230BRK,4/23/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,39.23,14,27,0.519,6,12,0.5,4,7,0.571,2,8,10,4,0,0,5,3,38,1,
202104250CHO,4/25/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,32.15,6,16,0.375,1,5,0.2,6,7,0.857,4,7,11,2,1,0,5,3,19,-28,
202104280BOS,4/28/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.41,12,23,0.522,4,10,0.4,7,8,0.875,1,7,8,8,1,0,3,3,35,7,
202104300BOS,4/30/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,45.2,20,37,0.541,5,7,0.714,15,17,0.882,2,6,8,5,0,1,0,2,60,6,
202105020BOS,5/2/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.54,11,19,0.579,4,5,0.8,7,7,1,0,2,2,5,0,1,6,2,33,-15,
202105050ORL,5/5/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,30.52,10,22,0.455,4,12,0.333,3,3,1,1,6,7,3,2,2,0,2,27,28,
202105070CHI,5/7/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.01,3,15,0.2,0,7,0,3,4,0.75,2,4,6,3,2,0,3,0,9,-22,
202105090BOS,5/9/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.22,11,16,0.688,2,6,0.333,5,6,0.833,0,5,5,6,1,2,3,3,29,-14,
202105110BOS,5/11/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,39.01,12,21,0.571,5,8,0.625,4,6,0.667,0,8,8,6,1,1,4,5,33,4,
202105120CLE,5/12/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.03,11,26,0.423,1,6,0.167,6,8,0.75,1,7,8,1,2,2,2,3,29,-5,
202105150MIN,5/15/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,26.44,8,21,0.381,4,11,0.364,6,6,1,2,9,11,2,1,0,2,1,26,21,
202105180BOS,5/18/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.37,14,32,0.438,5,12,0.417,17,17,1,2,6,8,4,1,2,2,1,50,25,
202105220BRK,5/21/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41.29,6,20,0.3,1,4,0.25,9,11,0.818,0,3,3,5,1,1,4,5,22,-8,
202105250BRK,5/25/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,21.01,3,12,0.25,1,3,0.333,2,2,1,1,3,4,1,2,2,3,2,9,-28,
202105280BOS,5/28/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.31,16,30,0.533,5,11,0.455,13,15,0.867,0,6,6,7,2,1,1,3,50,1,
202105300BOS,5/30/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.25,10,22,0.455,3,7,0.429,17,17,1,1,6,7,5,1,2,2,3,40,-9,
202106010BRK,5/31/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41.21,12,27,0.444,4,11,0.364,4,4,1,1,8,9,5,0,2,3,2,32,-14,
202110200NYK,10/20/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,44.37,7,30,0.233,2,15,0.133,4,5,0.8,4,7,11,4,1,1,3,2,20,,
202110220BOS,10/22/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,30.2,8,14,0.571,2,4,0.5,0,1,0,0,6,6,4,0,2,5,3,18,,
202110240HOU,10/24/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.54,12,24,0.5,4,11,0.364,3,4,0.75,0,9,9,2,1,1,1,4,31,,
202110250CHO,10/25/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41.28,14,28,0.5,6,12,0.5,7,7,1,1,6,7,8,0,1,2,3,41,,
202110270BOS,10/27/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.4,9,22,0.409,1,8,0.125,4,8,0.5,1,6,7,2,0,0,2,2,23,,
202110300WAS,10/30/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,45.49,10,32,0.313,0,5,0,7,7,1,2,13,15,3,2,1,4,5,27,,
202111010BOS,11/1/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.15,8,22,0.364,1,4,0.25,3,4,0.75,1,3,4,3,2,0,1,3,20,,
202111030ORL,11/2/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.55,4,16,0.25,1,6,0.167,5,8,0.625,0,6,6,3,1,2,2,1,14,,
202111040MIA,11/4/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,29.24,3,13,0.231,2,5,0.4,2,3,0.667,0,8,8,2,1,0,1,4,10,,
202111060DAL,11/5/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.27,12,19,0.632,6,8,0.75,2,2,1,1,10,11,2,2,1,4,4,32,,
202111100BOS,11/10/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.33,8,24,0.333,3,7,0.429,3,4,0.75,1,10,11,7,1,0,2,3,22,,
202111120BOS,11/12/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41.36,10,25,0.4,5,13,0.385,2,4,0.5,2,9,11,1,0,2,3,1,27,,
202111130CLE,11/12/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.22,8,22,0.364,1,8,0.125,4,5,0.8,0,4,4,2,0,0,6,1,21,,
202111150CLE,11/15/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,35.4,7,20,0.35,2,8,0.25,7,7,1,1,7,8,5,1,2,2,2,23,,
202111170ATL,11/17/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.46,12,22,0.545,5,12,0.417,5,6,0.833,3,6,9,5,1,1,4,2,34,,
202111190BOS,11/19/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.31,13,26,0.5,4,9,0.444,7,7,1,1,10,11,2,3,1,1,3,37,,
202111200BOS,11/20/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.46,11,22,0.5,6,12,0.5,5,7,0.714,0,8,8,5,0,1,1,2,33,,
202111220BOS,11/22/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.42,10,22,0.455,1,9,0.111,9,9,1,0,6,6,3,1,0,1,3,30,,
202111240BOS,11/24/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,30.19,4,16,0.25,1,9,0.111,6,8,0.75,4,4,8,3,1,1,5,2,15,,
202111260SAS,11/26/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,40.04,9,23,0.391,2,7,0.286,4,5,0.8,3,9,12,2,1,0,2,3,24,,
202111280TOR,11/28/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,37.43,2,16,0.125,1,5,0.2,3,4,0.75,0,7,7,10,1,0,4,2,8,,
202112010BOS,12/1/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.56,9,20,0.45,3,8,0.375,5,5,1,0,16,16,2,1,0,2,2,26,,
202112030UTA,12/3/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.09,12,25,0.48,2,11,0.182,11,11,1,1,5,6,5,0,1,0,1,37,,
202112040POR,12/3/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,30.51,9,17,0.529,4,6,0.667,9,10,0.9,0,10,10,4,0,0,2,1,31,,
202112070LAL,12/7/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.58,13,22,0.591,5,7,0.714,3,5,0.6,2,6,8,3,1,1,5,2,34,,
202112080LAC,12/7/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.28,9,20,0.45,2,7,0.286,9,10,0.9,1,9,10,2,2,1,6,4,29,,
202112100PHO,12/10/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,33.35,10,25,0.4,1,7,0.143,3,6,0.5,2,5,7,3,0,1,4,2,24,,
202112130BOS,12/13/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.04,16,25,0.64,7,13,0.538,3,5,0.6,1,4,5,4,3,0,3,1,42,,
202112170BOS,12/17/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,41.57,9,19,0.474,3,10,0.3,6,6,1,0,8,8,6,1,0,1,1,27,,
202112180BOS,12/18/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.27,9,24,0.375,3,13,0.231,4,4,1,2,7,9,2,0,0,3,4,25,,
202112200BOS,12/20/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,38.54,5,14,0.357,0,3,0,7,9,0.778,1,8,9,6,2,2,6,3,17,,
202112220BOS,12/22/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,36.28,6,19,0.316,2,8,0.25,4,4,1,1,8,9,5,2,1,2,5,18,,
202112250MIL,12/25/2021,BOS,game,TRUE,Jayson Tatum,tatumja01,39.48,7,20,0.35,4,10,0.4,7,8,0.875,1,8,9,4,2,2,4,3,25,,
202201050BOS,1/5/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,37.3,6,20,0.3,1,6,0.167,6,6,1,3,5,8,3,0,2,0,1,19,,
202201060NYK,1/6/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,39.51,12,21,0.571,6,11,0.545,6,6,1,1,5,6,9,2,1,2,3,36,,
202201080BOS,1/8/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,29.26,6,14,0.429,3,8,0.375,4,4,1,0,3,3,1,1,0,2,0,19,,
202201100BOS,1/10/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,42.12,7,21,0.333,0,7,0,10,11,0.909,1,11,12,1,0,0,8,4,24,,
202201120IND,1/12/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,37.02,11,19,0.579,4,9,0.444,7,8,0.875,0,7,7,4,2,2,4,1,33,,
202201140PHI,1/14/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,32.14,7,17,0.412,2,7,0.286,4,4,1,1,10,11,5,0,0,7,3,20,,
202201150BOS,1/15/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,40.17,8,24,0.333,1,5,0.2,6,6,1,4,8,12,4,0,2,4,2,23,,
202201170BOS,1/17/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,37.44,9,18,0.5,0,4,0,9,11,0.818,1,7,8,3,1,0,2,1,27,,
202201190BOS,1/19/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,35.18,5,19,0.263,0,7,0,2,3,0.667,1,5,6,3,1,0,3,5,12,,
202201210BOS,1/21/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,40.44,8,19,0.421,0,6,0,11,14,0.786,1,9,10,7,0,0,4,4,27,,
202201230WAS,1/23/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,32.52,18,28,0.643,9,14,0.643,6,6,1,2,8,10,7,0,0,1,1,51,,
202201250BOS,1/25/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,31.03,14,23,0.609,7,14,0.5,1,2,0.5,2,2,4,6,0,1,2,2,36,,
202201280ATL,1/28/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,35.45,5,17,0.294,2,8,0.25,8,8,1,1,5,6,4,1,2,5,3,20,,
202201290NOP,1/29/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,37.27,17,26,0.654,4,13,0.308,0,0,,0,8,8,7,3,0,2,3,38,,
202201310BOS,1/31/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,31.16,7,15,0.467,3,7,0.429,3,5,0.6,1,11,12,5,0,0,2,1,20,,
202202020BOS,2/2/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,32.45,6,16,0.375,1,7,0.143,6,6,1,0,6,6,9,2,0,3,4,19,,
202202040DET,2/4/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,28.08,9,21,0.429,4,9,0.444,2,3,0.667,1,8,9,1,1,0,2,0,24,,
202202060ORL,2/6/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,35.24,6,18,0.333,2,8,0.25,1,2,0.5,4,5,9,7,1,0,4,1,15,,
202202080BRK,2/8/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,27.04,7,11,0.636,2,6,0.333,3,4,0.75,0,5,5,4,1,0,0,0,19,,
202202110BOS,2/11/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,36.53,8,19,0.421,1,8,0.125,7,8,0.875,2,4,6,5,3,0,2,1,24,,
202202130BOS,2/13/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,40.06,13,27,0.481,4,10,0.4,8,9,0.889,2,8,10,3,1,2,2,3,38,,
202202150PHI,2/15/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,29.36,9,17,0.529,4,8,0.5,6,6,1,2,10,12,6,0,2,0,3,28,,
202202160BOS,2/16/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,39.07,7,15,0.467,2,6,0.333,6,6,1,0,4,4,5,1,0,7,0,22,,
202202240BRK,2/24/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,34.49,10,20,0.5,4,9,0.444,6,7,0.857,1,6,7,4,1,0,4,1,30,,
202202260DET,2/25/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,38.53,8,21,0.381,4,9,0.444,6,8,0.75,0,11,11,6,1,1,1,3,26,,
202202270IND,2/27/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,34.17,7,22,0.318,2,12,0.167,8,8,1,2,3,5,3,1,0,2,4,24,,
202203010BOS,3/1/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,39.01,12,25,0.48,3,10,0.3,6,7,0.857,1,7,8,7,0,0,2,2,33,,
202203030BOS,3/3/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,38.55,14,25,0.56,2,7,0.286,7,8,0.875,1,5,6,5,0,1,6,2,37,,
202203060BOS,3/6/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,41.17,16,30,0.533,8,15,0.533,14,17,0.824,2,3,5,3,0,0,2,4,54,,
202203090CHO,3/9/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,37.32,16,24,0.667,6,9,0.667,6,6,1,0,5,5,3,3,1,2,3,44,,
202203110BOS,3/11/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,37.42,13,27,0.481,2,9,0.222,3,3,1,2,6,8,6,1,0,1,3,31,,
202203130BOS,3/13/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,41.13,7,23,0.304,3,10,0.3,4,5,0.8,4,7,11,4,0,0,2,0,21,,
202203160GSW,3/15/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,36.49,6,16,0.375,3,8,0.375,11,12,0.917,0,12,12,4,1,0,4,4,26,,
202203180SAC,3/18/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,34.09,12,16,0.75,7,10,0.7,1,1,1,0,5,5,4,0,0,2,1,32,,
202203200DEN,3/20/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,32.45,11,17,0.647,6,10,0.6,2,2,1,0,6,6,7,1,0,5,3,30,,
202203210OKC,3/21/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,38.5,11,19,0.579,5,11,0.455,9,9,1,0,7,7,6,2,1,3,1,36,,
202203230BOS,3/23/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,28.41,9,15,0.6,5,8,0.625,3,3,1,0,3,3,3,0,1,2,2,26,,
202203270BOS,3/27/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,33.43,12,21,0.571,5,11,0.455,5,5,1,0,5,5,6,1,1,3,1,34,,
202203300BOS,3/30/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,39.35,9,17,0.529,0,5,0,5,6,0.833,1,4,5,6,2,0,4,4,23,,
202204010BOS,4/1/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,37.13,10,24,0.417,3,9,0.333,8,10,0.8,2,4,6,6,1,1,1,0,31,,
202204030BOS,4/3/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,29.09,9,17,0.529,1,5,0.2,3,6,0.5,2,4,6,7,2,1,2,3,22,,
202204060CHI,4/6/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,30.09,5,18,0.278,1,8,0.125,5,7,0.714,0,10,10,8,2,1,2,1,16,,
202204100MEM,4/10/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,26.03,11,14,0.786,6,8,0.75,3,3,1,0,9,9,3,1,0,5,2,31,,
202204170BOS,4/17/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,44.54,9,18,0.5,3,7,0.429,10,12,0.833,1,3,4,8,1,2,5,4,31,,
202204200BOS,4/20/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,41.04,5,16,0.313,2,5,0.4,7,8,0.875,1,5,6,10,0,1,3,4,19,,
202204230BRK,4/23/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,44.37,13,29,0.448,4,13,0.308,9,10,0.9,2,3,5,6,6,0,6,4,39,,
202204250BRK,4/25/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,36.22,9,16,0.563,4,6,0.667,7,8,0.875,0,3,3,5,0,0,6,6,29,,
202205010BOS,5/1/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,39.45,6,18,0.333,4,9,0.444,5,8,0.625,2,4,6,6,2,0,3,4,21,,
202205030BOS,5/3/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,42.34,10,20,0.5,5,10,0.5,4,5,0.8,1,2,3,8,3,1,4,3,29,,
202205070MIL,5/7/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,41.2,4,19,0.211,0,6,0,2,3,0.667,0,1,1,3,1,4,3,1,10,,
202205090MIL,5/9/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,41.48,11,24,0.458,3,10,0.3,5,6,0.833,2,11,13,5,0,0,2,3,30,,
202205110BOS,5/11/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,41.39,12,29,0.414,2,11,0.182,8,9,0.889,1,5,6,4,1,1,1,3,34,,
202205130MIL,5/13/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,42.43,17,32,0.531,7,15,0.467,5,7,0.714,0,9,9,4,0,1,4,2,46,,
202205150BOS,5/15/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,36.3,7,14,0.5,5,9,0.556,4,5,0.8,1,5,6,8,0,1,7,4,23,,
202205170MIA,5/15/2022,BOS,game,TRUE,Jayson Tatum,tatumja01,44.01,10,21,0.476,2,9,0.222,7,9,0.778,1,7,8,6,4,1,7,1,29,,
